split,variant,family,family_label,removed_features,n_removed_features,mae,rmse,direction_acc,pred_real_corr,train_mae,train_rmse,n_train_rows,n_test_rows,net_ann_return,net_ann_vol,net_sharpe,net_sortino,net_cumulative_return,net_max_drawdown,turnover_total,tc_total,n_reb
split_009_2017-03-30_2019-07-01,without_rsi,rsi,RSI family,rsi_14,1,0.014052213169634342,0.019392915070056915,0.5198412698412699,-0.057805311025448246,0.014368323609232903,0.02213834412395954,2016,252,0.16775210549779485,0.09902221106921973,1.6153970267556934,2.3598602617394877,0.03953152595922682,-0.044769479375612375,2.1959190559141075,0.0021959190559141077,3
split_009_2017-03-30_2019-07-01,without_volume,volume,Volume family,"volume, volume_chg, volume_roll_mean_20",3,0.018586132675409317,0.025968968868255615,0.503968253968254,-0.07514312710314452,0.019454948604106903,0.02955014817416668,2016,252,0.3025390736979596,0.06562198421526108,4.062187566433991,7.802441977210316,0.06831097505400163,-0.014549122954026661,2.533333333333333,0.002533333333333333,3
split_010_2017-06-29_2019-09-30,full,full,Full model,,0,4.671598434448242,73.55513763427734,0.4880952380952381,-0.09381032761417303,0.02745874412357807,0.037024568766355515,2016,252,-0.1168237275960492,0.15119262617198478,-0.7466136422228201,-0.9492237775535098,-0.030580283905141892,-0.07796194958525582,3.2395699945027276,0.003239569994502728,3
split_010_2017-06-29_2019-09-30,without_return_level,return_level,Return-level family,"ret_mean_5, ret_mean_10, ret_mean_20, ret_mean_60",4,1.039599895477295,16.235137939453125,0.42063492063492064,-0.09378858007868836,0.012083993293344975,0.016969505697488785,2016,252,-0.0666316431080346,0.11195933382829415,-0.5606195085555487,-0.7529726143266106,-0.017091098156633455,-0.03801457037383216,2.006332299781727,0.002006332299781727,3
split_010_2017-06-29_2019-09-30,without_volatility,volatility,Volatility family,"ret_std_5, ret_std_10, ret_std_20, ret_std_60",4,2.6894781589508057,42.40260696411133,0.4801587301587302,-0.09376334479230065,0.01270316168665886,0.01746319606900215,2016,252,-0.026320792677511307,0.09657381701062914,-0.22862426584689063,-0.31328196023582155,-0.0066461622962801226,-0.03294809885042982,3.0017532890351726,0.0030017532890351728,3
split_010_2017-06-29_2019-09-30,without_momentum,momentum,Momentum family,"mom_5, mom_10, mom_20, mom_60",4,3.648707389831543,57.559207916259766,0.48412698412698413,-0.09377812316291698,0.01642020232975483,0.0230354405939579,2016,252,0.017741746015274673,0.08914068962859636,0.2411969609998437,0.330962755161281,0.004406228587764405,-0.03164584688897665,2.9220784628927126,0.0029220784628927127,3
split_010_2017-06-29_2019-09-30,without_macd,macd,MACD family,"macd_12_26, macd_signal_9, macd_hist",3,2.344266653060913,36.900840759277344,0.5238095238095238,0.09381839422234325,0.016418086364865303,0.02208261936903,2016,252,-0.02428521922857063,0.10276375860137685,-0.18853323606546776,-0.24698130204430482,-0.006127392515528851,-0.04174543006976861,2.6999999999999997,0.0026999999999999997,3
split_010_2017-06-29_2019-09-30,without_rsi,rsi,RSI family,rsi_14,1,2.2113070487976074,34.80437469482422,0.43253968253968256,-0.09378619152514281,0.013597844168543816,0.019799159839749336,2016,252,-0.0948586519735436,0.13989182808466671,-0.6430594427561638,-0.8141651839570092,-0.024608197955916733,-0.0718946794608829,3.1999999999999997,0.0031999999999999997,3
split_010_2017-06-29_2019-09-30,without_volume,volume,Volume family,"volume, volume_chg, volume_roll_mean_20",3,0.025937361642718315,0.033354200422763824,0.4444444444444444,-0.014852477815329775,0.019401533529162407,0.02709929272532463,2016,252,0.03650539597240732,0.0929149274043657,0.4317210946901786,0.5935664546992461,0.009004009105327393,-0.04108958279173658,2.0,0.002,3
split_011_2017-09-28_2019-12-30,full,full,Full model,,0,0.03488580510020256,0.04418833926320076,0.39285714285714285,-0.12676800158870294,0.037333205342292786,0.056230977177619934,2016,252,0.1687237479165724,0.0809350709272537,1.9668404940359852,2.9345590141816436,0.0397476972498465,-0.015575912233526279,1.9333333333333333,0.0019333333333333333,3
