split,model,train_start,train_end,test_start,test_end,n_reb,turnover_total,tc_total,net_ann_return,net_ann_vol,net_sharpe,net_sortino,net_cumulative_return,net_max_drawdown,model_display
split_005_2016-03-31_2018-06-28,dnn_rl,2016-03-31,2018-03-29,2018-04-02,2018-06-28,3,1.0918585364522932,0.0010918585364522,0.1752917144389398,0.0968827755144093,1.7154383370951711,2.408988901181961,0.0412054162941459,-0.0296121289230609,DNN+RL
split_006_2016-06-29_2018-09-27,dnn_rl,2016-06-29,2018-06-28,2018-06-29,2018-09-27,3,2.2142894223781338,0.0022142894223781,0.0405633811344781,0.0786112187302668,0.544560407454702,0.7664165628422186,0.009990141361506,-0.0478335350257609,DNN+RL
split_007_2016-09-28_2018-12-28,dnn_rl,2016-09-28,2018-09-27,2018-09-28,2018-12-28,3,0.9772836991200532,0.00097728369912,-0.5136635873685889,0.202068066118626,-3.4628817541042856,-4.342670796054486,-0.1649082432719426,-0.201591789088623,DNN+RL
split_008_2016-12-28_2019-04-01,dnn_rl,2016-12-28,2018-12-28,2018-12-31,2019-04-01,3,2.1212933632745554,0.0021212933632745,0.5647132882046735,0.0844160664888267,5.349657801858031,10.029371878850364,0.1184297036427726,-0.0182937665038284,DNN+RL
split_009_2017-03-30_2019-07-01,dnn_rl,2017-03-30,2019-04-01,2019-04-02,2019-07-01,3,1.973855535105552,0.0019738555351055,0.1400654863295523,0.1167897060706136,1.180234944568691,1.7080451764313889,0.0333143236916309,-0.0582756497861969,DNN+RL
split_010_2017-06-29_2019-09-30,dnn_rl,2017-06-29,2019-07-01,2019-07-02,2019-09-30,3,1.9978742976600687,0.00199787429766,0.1790653257976164,0.0880237121910798,1.9152269217685471,3.041838447825535,0.0420401840712276,-0.0251524516300015,DNN+RL
split_011_2017-09-28_2019-12-30,dnn_rl,2017-09-28,2019-09-30,2019-10-01,2019-12-30,3,3.062088657904856,0.0030620886579048,0.0615423215909047,0.0648541521372042,0.9528795484453924,1.4719487929334358,0.0150427377288138,-0.0193082552328006,DNN+RL
split_012_2017-12-28_2020-03-31,dnn_rl,2017-12-28,2019-12-30,2019-12-31,2020-03-31,3,1.7401348064140003,0.001740134806414,-0.4499880403914621,0.3683727966912352,-1.435993668004822,-1.7211778774386108,-0.1388217885755787,-0.2758002813882505,DNN+RL
split_013_2018-04-02_2020-06-30,dnn_rl,2018-04-02,2020-03-31,2020-04-01,2020-06-30,3,2.110474313051617,0.0021104743130516,0.8046389833776997,0.3101210557999448,2.058648481168893,3.0913742343700226,0.1590377565295404,-0.0693286088534302,DNN+RL
split_014_2018-06-29_2020-09-29,dnn_rl,2018-06-29,2020-06-30,2020-07-01,2020-09-29,3,0.8545741988677523,0.0008545741988677,0.1303556848249865,0.0882916762652773,1.43161163964223,2.123660074930244,0.0311071080053648,-0.0360373770074675,DNN+RL
split_015_2018-09-28_2020-12-29,dnn_rl,2018-09-28,2020-09-29,2020-09-30,2020-12-29,3,1.0321675695183783,0.0010321675695183,0.1737910289041562,0.082123168957764,1.992141451156044,3.3696274438196587,0.0408728880763764,-0.04041759327797,DNN+RL
split_016_2018-12-31_2021-03-31,dnn_rl,2018-12-31,2020-12-29,2020-12-30,2021-03-31,3,0.7814496316553431,0.0007814496316553,-0.2084048498165286,0.0988111479182619,-2.315403045316088,-2.948024528736305,-0.0567522428858547,-0.0686097404226302,DNN+RL
split_017_2019-04-02_2021-06-30,dnn_rl,2019-04-02,2021-03-31,2021-04-01,2021-06-30,3,1.922612188450992,0.0019226121884509,0.2756041919020344,0.0918245811321545,2.697374466931919,4.278150641292893,0.0627447897058519,-0.0330059185926322,DNN+RL
split_018_2019-07-02_2021-09-29,dnn_rl,2019-07-02,2021-06-30,2021-07-01,2021-09-29,3,1.800532020833545,0.0018005320208335,-0.064958455485663,0.0974981704165401,-0.6407352207725246,-0.864670506517417,-0.01665089504845,-0.0357515767529709,DNN+RL
split_019_2019-10-01_2021-12-29,dnn_rl,2019-10-01,2021-09-29,2021-09-30,2021-12-29,3,0.7773583490671097,0.0007773583490671,0.1358735492842027,0.0850163779160743,1.5408077091290506,2.268398198919221,0.032363155954376,-0.0339788307064288,DNN+RL
split_020_2019-12-31_2022-03-30,dnn_rl,2019-12-31,2021-12-29,2021-12-30,2022-03-30,3,1.6963835625184056,0.0016963835625184,-0.0775969158983971,0.1581983916374701,-0.4327815659491515,-0.6243292399603773,-0.0199907235702883,-0.0954045558508961,DNN+RL
split_021_2020-04-01_2022-06-30,dnn_rl,2020-04-01,2022-03-30,2022-03-31,2022-06-30,3,2.0328332145882837,0.0020328332145882,-0.4883978262239734,0.2480564151346565,-2.575512252049049,-3.165475098911359,-0.1542673535601425,-0.1774626524730176,DNN+RL
split_022_2020-07-01_2022-09-29,dnn_rl,2020-07-01,2022-06-30,2022-07-01,2022-09-29,3,1.9972906321204376,0.0019972906321204,-0.3048871589566582,0.1852179106117025,-1.8706995340666432,-2.3937824480357133,-0.0869094925254032,-0.1475063204125163,DNN+RL
split_023_2020-09-30_2022-12-29,dnn_rl,2020-09-30,2022-09-29,2022-09-30,2022-12-29,3,1.4034193922556306,0.0014034193922556,0.2703510242860827,0.2052994091143589,1.266298975118754,2.185806779754143,0.0616489523570931,-0.0660552234084357,DNN+RL
split_024_2020-12-30_2023-03-31,dnn_rl,2020-12-30,2022-12-29,2022-12-30,2023-03-31,3,0.9443091962622358,0.0009443091962622,0.2522788140321383,0.149889454272913,1.5752777600043777,2.382093066052834,0.0578528448296262,-0.0814684361091543,DNN+RL
split_025_2021-04-01_2023-07-03,dnn_rl,2021-04-01,2023-03-31,2023-04-03,2023-07-03,3,0.9400094590375108,0.0009400094590375,0.2782740639062053,0.1167843986758383,2.1605906126137944,3.743801525782737,0.0633004417390636,-0.0266059202422782,DNN+RL
split_026_2021-07-01_2023-10-02,dnn_rl,2021-07-01,2023-07-03,2023-07-05,2023-10-02,3,0.9217454864669566,0.0009217454864669,-0.1838026416958907,0.1134734561110701,-1.733194038358291,-2.2158112276776176,-0.0495072770904861,-0.084678462141786,DNN+RL
split_027_2021-09-30_2024-01-02,dnn_rl,2021-09-30,2023-10-02,2023-10-03,2024-01-02,3,0.873960608049272,0.0008739606080492,0.585320590907034,0.136825837060163,3.437881534148615,5.9440599034052,0.1220940903856047,-0.061041850863725,DNN+RL
split_028_2021-12-30_2024-04-03,dnn_rl,2021-12-30,2024-01-02,2024-01-03,2024-04-03,3,1.0463074267883266,0.0010463074267883,0.3206035417069079,0.1045427172060603,2.712947903897776,4.390275890456956,0.0719958755073775,-0.0189647974138265,DNN+RL
split_029_2022-03-31_2024-07-03,dnn_rl,2022-03-31,2024-04-03,2024-04-04,2024-07-03,3,1.7760888127065055,0.0017760888127065,0.1678921699890969,0.104456049206583,1.5376820933978126,2.307648452512097,0.0395626958678825,-0.0464917400995595,DNN+RL
split_030_2022-07-01_2024-10-02,dnn_rl,2022-07-01,2024-07-03,2024-07-05,2024-10-02,3,1.6921172683710397,0.001692117268371,0.1423799263953609,0.1351364057192543,1.051904040656115,1.5028007418824791,0.0338383562156019,-0.0737062243857309,DNN+RL
split_031_2022-09-30_2025-01-02,dnn_rl,2022-09-30,2024-10-02,2024-10-03,2025-01-02,3,1.355436259053436,0.0013554362590534,-0.0551067082063333,0.1146171301758598,-0.4378804284798693,-0.5727029812721063,-0.0140708856957856,-0.050578722054278,DNN+RL
split_032_2022-12-30_2025-04-04,dnn_rl,2022-12-30,2025-01-02,2025-01-03,2025-04-04,3,1.4723462671864516,0.0014723462671864,-0.0324635674462637,0.1069550793185553,-0.2558805662085031,-0.3526100537535215,-0.0082166072277585,-0.0460665452744898,DNN+RL
split_033_2023-04-03_2025-07-08,dnn_rl,2023-04-03,2025-04-04,2025-04-07,2025-07-08,3,2.101954622144788,0.0021019546221447,0.9854760201093572,0.1885531902138064,3.733856647855694,7.27362730830507,0.1870422079476954,-0.0267247231372584,DNN+RL
split_034_2023-07-05_2025-10-06,dnn_rl,2023-07-05,2025-07-08,2025-07-09,2025-10-06,3,2.028912668417445,0.0020289126684174,0.2496443397639682,0.0978963281399146,2.325590344526291,3.820120374405999,0.057296042431526,-0.0357385291076213,DNN+RL
