split,case_rank,date,ticker,y_true,y_pred,base_value,summary_text
split_025_2021-04-01_2023-07-03,4,2023-04-27,SPY,0.0084988446906209,-0.1578039675951004,-0.028488244861364365,"For SPY on 2023-04-27, the DNN predicted a negative next-period log return. Relative to the baseline prediction, the forecast moved strongly down. The main upward influences were 1-day simple return, 10-day return volatility, 60-day average return. The main downward influences were 1-day log return, 60-day momentum, 20-day average volume."
split_026_2021-07-01_2023-10-02,1,2023-07-27,IWM,0.01286033634096384,0.08455560356378555,0.005448339972645044,"For IWM on 2023-07-27, the DNN predicted a positive next-period log return. Relative to the baseline prediction, the forecast moved strongly up. The main upward influences were 20-day average return, 60-day average return, Asset indicator: IWM. The main downward influences were 20-day average volume, 20-day momentum, 1-day log return."
split_026_2021-07-01_2023-10-02,2,2023-08-31,SPY,0.0018634378211572766,-0.11849475651979446,0.005448339972645044,"For SPY on 2023-08-31, the DNN predicted a negative next-period log return. Relative to the baseline prediction, the forecast moved strongly down. The main upward influences were Asset indicator: SPY, 60-day average return, 1-day log return. The main downward influences were 20-day return volatility, Volume change, 60-day momentum."
split_026_2021-07-01_2023-10-02,3,2023-09-06,SPY,-0.003074824111536145,-0.1183791533112526,0.005448339972645044,"For SPY on 2023-09-06, the DNN predicted a negative next-period log return. Relative to the baseline prediction, the forecast moved strongly down. The main upward influences were 20-day average volume, 60-day average return, Volume change. The main downward influences were 20-day return volatility, Trading volume, MACD histogram."
split_026_2021-07-01_2023-10-02,4,2023-09-01,SPY,-0.00433134101331234,-0.09040965139865875,0.005448339972645044,"For SPY on 2023-09-01, the DNN predicted a negative next-period log return. Relative to the baseline prediction, the forecast moved strongly down. The main upward influences were Asset indicator: SPY, 60-day average return, 1-day log return. The main downward influences were 60-day return volatility, 20-day return volatility, 5-day return volatility."
split_027_2021-09-30_2024-01-02,1,2023-11-30,SPY,0.005898395087569952,0.1450294852256775,0.02490806020796299,"For SPY on 2023-11-30, the DNN predicted a positive next-period log return. Relative to the baseline prediction, the forecast moved strongly up. The main upward influences were MACD signal (9), 20-day momentum, 20-day average volume. The main downward influences were 60-day average return, Asset indicator: SPY, 60-day momentum."
split_027_2021-09-30_2024-01-02,2,2023-11-14,IWM,0.001735479454509914,-0.14972572028636932,0.02490806020796299,"For IWM on 2023-11-14, the DNN predicted a negative next-period log return. Relative to the baseline prediction, the forecast moved strongly down. The main upward influences were 1-day simple return, 20-day return volatility, 5-day momentum. The main downward influences were Volume change, 14-day RSI, Trading volume."
split_027_2021-09-30_2024-01-02,3,2023-10-09,IWM,0.011258241720497608,0.126987025141716,0.02490806020796299,"For IWM on 2023-10-09, the DNN predicted a positive next-period log return. Relative to the baseline prediction, the forecast moved strongly up. The main upward influences were MACD signal (9), 60-day momentum, MACD (12, 26). The main downward influences were 1-day simple return, 20-day average return, 60-day average return."
split_027_2021-09-30_2024-01-02,4,2023-12-01,SPY,-0.005263191182166338,0.1257183998823166,0.02490806020796299,"For SPY on 2023-12-01, the DNN predicted a positive next-period log return. Relative to the baseline prediction, the forecast moved strongly up. The main upward influences were MACD signal (9), 20-day average return, 20-day average volume. The main downward influences were Asset indicator: SPY, 60-day average return, 10-day momentum."
split_028_2021-12-30_2024-04-03,1,2024-02-01,IWM,-0.00528407096862793,0.14486145973205566,-0.003974952735006809,"For IWM on 2024-02-01, the DNN predicted a positive next-period log return. Relative to the baseline prediction, the forecast moved strongly up. The main upward influences were 60-day momentum, 60-day average return, 1-day simple return. The main downward influences were 1-day log return, 10-day average return, MACD signal (9)."
split_028_2021-12-30_2024-04-03,2,2024-01-31,SPY,0.013003247790038586,-0.1497681736946106,-0.003974952735006809,"For SPY on 2024-01-31, the DNN predicted a negative next-period log return. Relative to the baseline prediction, the forecast moved strongly down. The main upward influences were 20-day average volume, 1-day log return, MACD signal (9). The main downward influences were MACD (12, 26), 1-day simple return, Volume change."
split_028_2021-12-30_2024-04-03,3,2024-01-29,SPY,-0.0007738402346149087,-0.11236292868852615,-0.003974952735006809,"For SPY on 2024-01-29, the DNN predicted a negative next-period log return. Relative to the baseline prediction, the forecast moved strongly down. The main upward influences were 10-day return volatility, 1-day simple return, 5-day average return. The main downward influences were 20-day average volume, 1-day log return, 60-day momentum."
split_028_2021-12-30_2024-04-03,4,2024-02-02,IWM,-0.01278645545244217,0.1118064895272255,-0.003974952735006809,"For IWM on 2024-02-02, the DNN predicted a positive next-period log return. Relative to the baseline prediction, the forecast moved strongly up. The main upward influences were 60-day average return, 5-day average return, Trading volume. The main downward influences were 10-day average return, Asset indicator: TLT, 1-day simple return."
split_029_2022-03-31_2024-07-03,1,2024-06-24,SPY,0.0038437286857515574,0.12659411132335663,0.0014483024133369327,"For SPY on 2024-06-24, the DNN predicted a positive next-period log return. Relative to the baseline prediction, the forecast moved strongly up. The main upward influences were MACD signal (9), Volume change, 5-day return volatility. The main downward influences were 60-day return volatility, 20-day return volatility, 60-day momentum."
split_029_2022-03-31_2024-07-03,2,2024-05-22,EFA,-0.0050871716812253,-0.16877686977386475,0.0014483024133369327,"For EFA on 2024-05-22, the DNN predicted a negative next-period log return. Relative to the baseline prediction, the forecast moved strongly down. The main upward influences were 20-day average volume, 10-day return volatility, 5-day return volatility. The main downward influences were Volume change, 60-day return volatility, 20-day return volatility."
split_029_2022-03-31_2024-07-03,3,2024-04-10,IWM,0.006745550781488419,-0.15337729454040527,0.0014483024133369327,"For IWM on 2024-04-10, the DNN predicted a negative next-period log return. Relative to the baseline prediction, the forecast moved strongly down. The main upward influences were 1-day simple return, 5-day momentum, 20-day average return. The main downward influences were 1-day log return, 5-day average return, Volume change."
