split,family,family_label,full_rmse,ablated_rmse,is_outlier_rmse,outlier_reason,delta_mae,delta_rmse,delta_direction_acc,delta_net_ann_return,delta_net_sharpe,delta_net_sortino,delta_net_max_drawdown,delta_turnover_total,delta_tc_total
split_012_2017-12-28_2020-03-31,volatility,Volatility family,0.11822770535945892,0.06458547711372375,True,rmse_above_iqr_upper(0.088579); rmse_robust_z_gt_3.5(4.43),-0.033258311450481415,-0.05364222824573517,-0.059523809523809534,-0.022951452648675152,0.23339036554848502,0.22300923808946127,0.028692479269966986,0.5861734316842546,0.0005861734316842549
split_012_2017-12-28_2020-03-31,momentum,Momentum family,0.11822770535945892,0.12207940220832825,True,rmse_above_iqr_upper(0.088579); rmse_robust_z_gt_3.5(4.43),-0.006913229823112488,0.0038516968488693237,-0.003968253968253954,0.01318336524375463,0.09997223873670658,0.06641996724201205,0.006554542062359059,0.6145097872048821,0.0006145097872048821
split_012_2017-12-28_2020-03-31,macd,MACD family,0.11822770535945892,0.12477394193410873,True,rmse_above_iqr_upper(0.088579); rmse_robust_z_gt_3.5(4.43),-0.0026689693331718445,0.006546236574649811,-0.047619047619047616,-0.4761290301576584,-0.9789569515416859,-1.2267987507144922,0.16656551809430464,-0.4569280874488415,-0.00045692808744884125
split_012_2017-12-28_2020-03-31,rsi,RSI family,0.11822770535945892,0.10445938259363174,True,rmse_above_iqr_upper(0.088579); rmse_robust_z_gt_3.5(4.43),-0.012509550899267197,-0.013768322765827179,-0.09523809523809523,-0.599268137675336,-1.542891057653207,-1.9393448507209352,0.17177008183191322,-0.9589682706342537,-0.0009589682706342534
split_012_2017-12-28_2020-03-31,volume,Volume family,0.11822770535945892,0.1817474514245987,True,rmse_above_iqr_upper(0.088579); rmse_robust_z_gt_3.5(4.43),0.02201683819293976,0.06351974606513977,-0.019841269841269826,-0.2422936194438594,-0.07124492738305088,-0.09791347253664684,0.109996391781916,0.9897327716494182,0.0009897327716494185
split_013_2018-04-02_2020-06-30,return_level,Return-level family,0.18469467759132385,0.08972781151533127,True,rmse_above_iqr_upper(0.088579); rmse_robust_z_gt_3.5(8.38),-0.07530305534601212,-0.09496686607599258,0.047619047619047616,-0.01248264835779933,0.03250153955952273,0.6253408492138246,-0.017933041210546397,1.1666666666666667,0.0011666666666666668
split_013_2018-04-02_2020-06-30,volatility,Volatility family,0.18469467759132385,0.04299573600292206,True,rmse_above_iqr_upper(0.088579); rmse_robust_z_gt_3.5(8.38),-0.11268112435936928,-0.1416989415884018,0.031746031746031744,0.05388113378266568,0.019689737700570475,0.633206373408556,-0.017933041210546175,0.7666666666666668,0.000766666666666667
split_013_2018-04-02_2020-06-30,momentum,Momentum family,0.18469467759132385,0.16033446788787842,True,rmse_above_iqr_upper(0.088579); rmse_robust_z_gt_3.5(8.38),-0.014466971158981323,-0.024360209703445435,-0.07936507936507942,-0.005282108180826084,0.45090759267581415,1.2327682054999998,-0.042321617920034305,0.8331665424944068,0.000833166542494407
split_013_2018-04-02_2020-06-30,macd,MACD family,0.18469467759132385,0.08295898884534836,True,rmse_above_iqr_upper(0.088579); rmse_robust_z_gt_3.5(8.38),-0.0878976471722126,-0.1017356887459755,-0.015873015873015928,-0.4544864841230112,0.18473636014060046,0.6770850325904707,-0.054603919830301884,0.17965502789633114,0.00017965502789633121
split_013_2018-04-02_2020-06-30,rsi,RSI family,0.18469467759132385,0.1541258543729782,True,rmse_above_iqr_upper(0.088579); rmse_robust_z_gt_3.5(8.38),-0.04530792683362961,-0.030568823218345642,-0.05555555555555558,-0.4662603476670073,0.09201561779988232,0.4527093018804016,-0.04191890952012389,-0.06340958396753638,-6.340958396753638e-05
split_013_2018-04-02_2020-06-30,volume,Volume family,0.18469467759132385,0.17228226363658905,True,rmse_above_iqr_upper(0.088579); rmse_robust_z_gt_3.5(8.38),-0.016137823462486267,-0.012412413954734802,0.02777777777777779,-0.4085902202595899,0.19524828491436974,0.6659653658189524,-0.04102468178050889,0.5662906669741179,0.0005662906669741182
split_014_2018-06-29_2020-09-29,return_level,Return-level family,0.02454766258597374,0.021507710218429565,False,,-0.0026805344969034195,-0.003039952367544174,0.01984126984126977,0.01062801388081458,1.4531537352308943,2.6811388740657502,-0.038063959965262795,-0.2649793135810792,-0.0002649793135810789
split_014_2018-06-29_2020-09-29,volatility,Volatility family,0.02454766258597374,0.018441909924149513,False,,-0.00443839468061924,-0.006105752661824226,0.02777777777777779,0.006400241848018684,1.1147254411282628,2.1791254951303567,-0.025706720716670795,0.2988381167818317,0.0002988381167818321
split_014_2018-06-29_2020-09-29,momentum,Momentum family,0.02454766258597374,0.055416129529476166,False,,0.0238651093095541,0.030868466943502426,0.0357142857142857,0.013297512239679232,0.1706509559362379,0.4215606705129833,-0.004032717348236181,0.30652065113258287,0.000306520651132583
split_014_2018-06-29_2020-09-29,macd,MACD family,0.02454766258597374,0.022075604647397995,False,,-0.0018459856510162354,-0.0024720579385757446,0.04365079365079361,-0.08234569816183535,0.41034122121104577,1.333302786166222,-0.029576932372773146,0.6000000000000001,0.0006000000000000003
split_014_2018-06-29_2020-09-29,rsi,RSI family,0.02454766258597374,0.02795995958149433,False,,-0.00038217194378376007,0.0034122969955205917,-0.00793650793650802,0.14248686011053735,1.9870090946736785,3.5610173825852067,-0.04118180818485773,1.1576182573933984,0.0011576182573933987
split_014_2018-06-29_2020-09-29,volume,Volume family,0.02454766258597374,0.03289284184575081,False,,0.00621880404651165,0.008345179259777069,0.031746031746031744,0.019427398281737007,0.565641375567973,0.9110815788393047,0.004503881609979166,-0.16666666666666652,-0.00016666666666666653
split_015_2018-09-28_2020-12-29,return_level,Return-level family,0.032569266855716705,0.023133233189582825,False,,-0.007853414863348007,-0.00943603366613388,-0.11904761904761901,0.3644608509222975,2.2591414249247888,4.092779594867702,-0.0304876151370842,-0.26666666666666705,-0.0002666666666666672
split_015_2018-09-28_2020-12-29,volatility,Volatility family,0.032569266855716705,0.02920934557914734,False,,-0.0024897996336221695,-0.0033599212765693665,-0.05555555555555558,0.19835778621383127,1.3870499583442872,2.6879579958790862,-0.025341961496419985,-0.3893974643493201,-0.00038939746434931994
split_015_2018-09-28_2020-12-29,momentum,Momentum family,0.032569266855716705,0.021451037377119064,False,,-0.007243059575557709,-0.011118229478597641,-0.06746031746031744,0.22529823301308483,1.6006866518749319,2.9174821545104495,-0.023078195621340836,-0.17245405064407837,-0.00017245405064407818
split_015_2018-09-28_2020-12-29,macd,MACD family,0.032569266855716705,0.021934298798441887,False,,-0.007099170237779617,-0.010634968057274818,-0.1111111111111111,-0.2970375999810717,-0.10753979031535321,-0.19663089647221543,-0.018277971568667062,-1.4442274381359237,-0.0014442274381359236
split_015_2018-09-28_2020-12-29,rsi,RSI family,0.032569266855716705,0.025314731523394585,False,,-0.006291523575782776,-0.007254535332322121,-0.13492063492063494,-0.41041203942478055,-0.513839000263073,-1.0373312341473717,-0.01706562404000711,-0.44747455383422885,-0.0004474745538342287
split_015_2018-09-28_2020-12-29,volume,Volume family,0.032569266855716705,0.028674544766545296,False,,-0.0026179272681474686,-0.0038947220891714096,-0.08333333333333331,-0.39213019416561545,-0.3243232117615502,-0.746196401211856,-0.015384525071449717,-1.0728857512626555,-0.0010728857512626554
split_016_2018-12-31_2021-03-31,return_level,Return-level family,0.03114761970937252,0.018022459000349045,False,,-0.009572235867381096,-0.013125160709023476,-0.039682539682539764,-0.06080522908685437,-0.44330435481113206,-0.5945050308005919,0.02830364926362583,-0.704749616050858,-0.0007047496160508581
split_016_2018-12-31_2021-03-31,volatility,Volatility family,0.03114761970937252,0.0193718783557415,False,,-0.009046681225299835,-0.01177574135363102,0.003968253968253954,-0.26072313664961544,-1.0176281052626095,-1.5308812794398967,0.002199520537057298,0.07898530297618223,7.898530297618207e-05
split_016_2018-12-31_2021-03-31,momentum,Momentum family,0.03114761970937252,0.02042236365377903,False,,-0.008045006543397903,-0.01072525605559349,0.02380952380952378,0.139407841361458,0.9053913044073387,1.2574986517400164,-0.0012713437925507831,-0.1823875966330326,-0.00018238759663303248
